ley_a,ley_a_nombre,ley_a_corta,ley_b,ley_b_nombre,ley_b_corta,sector_a,sector_b,mismo_sector,citas_a_a_b,citas_b_a_a,textos_a_cita_b,textos_b_cita_a
ley-federal-del-trabajo,LEY Federal del Trabajo,LFT,ley-general-de-salud,LEY General de Salud,LGS,trabajo,salud,False,1,1,"[Art.353-A · medium · para_efectos] lir con una residencia.  II. Unidad Médica Receptora de Residentes: El establecimiento hospitalario en el cual se pueden cumplir las residencias, que para los efectos de la Ley General de Salud, exige la especialización de los profesionales de la medicina; y Fracción reformada DOF 30-11-2012  III. R","[Art.127 · medium · ley_y_reglamentos] Artículo 127.- Sin perjuicio de lo que establecen la ley Federal del Trabajo y sus reglamentos, en relación con labores peligrosas e insalubres, el cuerpo humano sólo podrá ser expuesto a radiaciones dentro de los máximos permisibles que establ"
ley-federal-para-la-administracion-y-enajenacion-de-bienes-del-sector-publico,LEY Federal para la Administración y Enajenación de Bienes del Sector Público,LFAEBSP,ley-general-de-bienes-nacionales,LEY General de Bienes Nacionales,LGBN,administrativo,administrativo,True,1,1,"[Art.1o · medium · direct_mention] muebles del Gobierno Federal que se transfieran al Instituto para Devolver al Pueblo lo Robado, continuarán sujetos al régimen jurídico que establece la Ley General de Bienes Nacionales; con excepción de los que correspondan a empresas en proceso de desincorporación, los cuales se entenderán desinco","[Art.4 · high · conformidad] .  Se consideran bienes regulados por leyes específicas, entre otros, los que sean transferidos al Servicio de Administración y Enajenación de Bienes de conformidad con la Ley Federal para la Administración y Enajenación de Bienes del Sector Público. Para los efectos del penúltimo párrafo del artícu"
ley-federal-para-la-administracion-y-enajenacion-de-bienes-del-sector-publico,LEY Federal para la Administración y Enajenación de Bienes del Sector Público,LFAEBSP,ley-nacional-de-extincion-de-dominio,LEY Nacional de Extinción de Dominio,LNED,administrativo,penal,False,1,1,"[Art.93 · medium · direct_mention] entencia firme, los cuales no podrán ser menores al diez por ciento del producto de la venta. En el caso de Bienes en proceso de extinción conforme a la Ley Nacional de Extinción de Dominio, la reserva no podrá ser menor al treinta por ciento del producto de la venta. Artículo adicionado DOF 09-08-2","[Art.230 · high · conformidad] er el mayor valor de recuperación posible y las mejores condiciones de oportunidad, así como la reducción de los costos de administración y custodia, de conformidad con la Ley Federal de Administración y Enajenación de Bienes del Sector Público, o las disposiciones aplicables en el ámbito local."
ley-federal-para-la-prevencion-e-identificacion-de-operaciones-con-recursos-de-procedencia-ilicita,LEY Federal para la Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita,LFPIORPI,ley-general-de-mecanismos-alternativos-de-solucion-de-controversias,LEY General de Mecanismos Alternativos de Solución de Controversias,LGMASC,financiero,social,False,1,1,"[Art.17 · high · a_que_refiere] ejercicio de sus atribuciones previstas en el artículo 3, fracción VII de esta Ley.  D.	Tratándose de las personas facilitadoras públicas y privadas a que se refiere la Ley General de Mecanismos Alternativos de Solución de Controversias, las previstas en el apartado A de esta fracción, en los términ","[Art.98 · high · establecida_en] ciones aplicables en los respectivos ámbitos de competencia.  Los convenios y los actos que deriven de ellos, deberán de cumplir con las obligaciones establecidas en la Ley Federal para la Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita."
ley-general-de-cambio-climatico,LEY General de Cambio Climático,LGCC,ley-organica-de-la-administracion-publica-federal,LEY Orgánica de la Administración Pública Federal,LOAPF,electoral,administrativo,False,1,1,"[Art.6o · medium · direct_mention] s y entidades que integran la administración pública federal centralizada y paraestatal, de conformidad con las facultades que les confiere esta ley, la Ley Orgánica de la Administración Pública Federal, la Ley Federal de las Entidades Paraestatales y demás disposiciones jurídicas aplicables.","[Art.32 · medium · direct_mention] ciones Exteriores, y de la Defensa Nacional, las políticas públicas encaminadas al cumplimiento de las acciones de mitigación y adaptación que señala la Ley General de Cambio Climático; Fracción derogada DOF 30-11-2000. Adicionada DOF 11-08-2014. Reformada DOF 30-11-2018, 20-10-2021, 28-11-2024  XXX"
ley-general-de-comunicacion-social,LEY General de Comunicación Social,LGCS,presupuesto-de-egresos-de-la-federacion-para-el-ejercicio-fiscal-2025,PRESUPUESTO de Egresos de la Federación para el Ejercicio Fiscal 2025,PEF_2025,educacion,fiscal,False,1,1,"[Art.17 · medium · direct_mention] so de los Tiempos de Estado y de los Tiempos Fiscales, conforme a lo dispuesto por la Ley Federal de Telecomunicaciones y Radiodifusión, así como por el Decreto del Presupuesto de Egresos de la Federación del ejercicio fiscal correspondiente, salvo en el caso de los Tiempos Oficiales que en distinto","[Art.10 · high · lo_dispuesto] as y campañas de comunicación social y publicidad de las Dependencias y Entidades; VIII. La Secretaría Anticorrupción y Buen Gobierno, en términos de lo dispuesto en la Ley General de Comunicación Social, a través del sistema respectivo dará seguimiento al registro que realicen las Dependencias y En"
ley-general-de-educacion,LEY General de Educación,LGE,ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,"LEY General de los Derechos de Niñas, Niños y Adolescentes",LGDNNA,educacion,salud,False,1,1,"[Art.133 · medium · direct_mention] amas de bienestar comunitario, particularmente con aquellas autoridades que atiendan temas relacionados con la defensa de los derechos reconocidos en la Ley General de los Derechos de Niñas, Niños y Adolescentes;  d)	Realizar propuestas que contribuyan a la formulación de contenidos locales para la ","[Art.57 · medium · direct_mention] los derechos humanos y a las libertades fundamentales, en los términos del artículo 3o. de la Constitución Política de los Estados Unidos Mexicanos, la Ley General de Educación y demás disposiciones aplicables.  Quienes ejerzan la patria potestad, tutela o guarda y custodia, tendrán derecho a interv"
ley-general-de-los-derechos-de-ninas-ninos-y-adolescentes,"LEY General de los Derechos de Niñas, Niños y Adolescentes",LGDNNA,ley-general-de-proteccion-de-datos-personales-en-posesion-de-sujetos-obligados,LEY General de Protección de Datos Personales en Posesión de Sujetos Obligados,LGPDPPSO,salud,transparencia,False,1,1,"[Art.135 · high · lo_dispuesto] al de Obligaciones.  La calidad de deudor moroso se difundirá en el Registro Nacional de Obligaciones Alimentarias, el cual, será público con base en lo dispuesto en la Ley General de Protección de Datos Personales en Posesión de Sujetos Obligados.  Las Procuradurías de Protección de las entidades f","[Art.99 · medium · direct_mention] Queda exceptuado de la etapa de conciliación, cuando la persona titular sea menor de edad y se haya vulnerado alguno de los derechos contemplados en la Ley General de los Derechos de Niñas, Niños y Adolescentes y demás disposiciones jurídicas aplicables, salvo que cuente con representación legal deb"
ley-general-de-responsabilidades-administrativas,LEY General de Responsabilidades Administrativas,LGRA,ley-organica-de-la-administracion-publica-federal,LEY Orgánica de la Administración Pública Federal,LOAPF,anticorrupcion,administrativo,False,1,1,"[Art.3 · medium · direct_mention] ación estatal mayoritaria y los fideicomisos públicos que tengan el carácter de entidad paraestatal a que se refieren los artículos 3, 45, 46 y 47 de la Ley Orgánica de la Administración Pública Federal y sus correlativas en las entidades federativas y municipios;  XII.	Entidades de fiscalización su","[Art.37 · high · prevista_en] tivo Federal a ratificación del Senado de la República, deberá estar acompañado de la declaración de interés de la persona propuesta, en los términos previstos en la Ley General de Responsabilidades Administrativas. Artículo reformado DOF 04-01-1982, 29-12-1982. Derogado DOF 25-05-1992. Adicionado D"
ley-general-de-salud,LEY General de Salud,LGS,ley-organica-de-la-administracion-publica-federal,LEY Orgánica de la Administración Pública Federal,LOAPF,salud,administrativo,False,1,1,"[Art.446 · medium · direct_mention] Artículo 446.- El Titular de la Secretaría de Salud, en uso de las facultades que le confiere la Ley Orgánica de la Administración Pública Federal, podrá delegar la atribución consignada en el artículo anterior, sólo en los casos en que los actos o resoluciones recurridos no hayan sido emitidos","[Art.39 · medium · direct_mention] ar como autoridad sanitaria, ejercer las facultades de salubridad general que las leyes le confieren al Ejecutivo Federal, vigilar el cumplimiento de la Ley General de Salud, sus reglamentos y demás disposiciones aplicables y ejercer la acción extraordinaria en la materia; Fracción reformada DOF 29-"
ley-general-de-turismo,LEY General de Turismo,LGT,ley-general-del-equilibrio-ecologico-y-la-proteccion-al-ambiente,LEY General del Equilibrio Ecológico y la Protección al Ambiente,LGEEPA,educacion,ambiental,False,1,1,"[Art.25 · medium · direct_mention] ecución y evaluación del ordenamiento turístico general del territorio se llevará a cabo de conformidad con lo dispuesto en esta Ley y su Reglamento, la Ley General del Equilibrio Ecológico y la Protección al Ambiente, la Ley General de Asentamientos Humanos y demás disposiciones legales aplicables.","[Art.132 · medium · direct_mention] stauración del equilibrio de sus ecosistemas, con arreglo a lo establecido en la presente Ley, en la Ley de Aguas Nacionales, la Ley Federal del Mar, la Ley General de Turismo, las convenciones internacionales de las que México forma parte y las demás disposiciones aplicables. Artículo reformado DOF"
ley-general-del-sistema-nacional-anticorrupcion,LEY General del Sistema Nacional Anticorrupción,LGSNA,ley-organica-de-la-administracion-publica-federal,LEY Orgánica de la Administración Pública Federal,LOAPF,anticorrupcion,administrativo,False,1,1,"[Art.27 · medium · direct_mention] Artículo 27. La Secretaría Ejecutiva contará con un órgano interno de control, cuyo titular será designado en términos de la Ley Orgánica de la Administración Pública Federal, y contará con la estructura que dispongan las disposiciones jurídicas aplicables.  El órgano interno de control estará limit","[Art.44 · high · conformidad] ganos internos de control formarán parte del Sistema Nacional de Fiscalización e incorporarán en su ejercicio las normas técnicas y códigos de ética, de conformidad con la Ley General del Sistema Nacional Anticorrupción y las mejores prácticas que considere el referido sistema. Párrafo reformado DOF"
ley-general-del-sistema-nacional-de-seguridad-publica,LEY General del Sistema Nacional de Seguridad Pública,LGSNSP,ley-nacional-sobre-el-uso-de-la-fuerza,LEY Nacional sobre el Uso de la Fuerza,LNUF,seguridad,penal,False,1,1,"[Art.129 · medium · direct_mention] acer uso de la fuerza de manera proporcional, racional, congruente, oportuna y con respeto a los derechos humanos. Para tal efecto, deberá apegarse a la Ley Nacional sobre el Uso de la Fuerza, así como a las demás disposiciones normativas y administrativas aplicables, realizándose conforme a derecho","[Art.18 · medium · direct_mention] es serán objeto de examen periódico, de conformidad con las disposiciones aplicables.  Lo anterior, de conformidad con las disposiciones relativas de la Ley General del Sistema Nacional de Seguridad Pública, y demás normatividad aplicable."
ley-para-la-transparencia-y-ordenamiento-de-los-servicios-financieros,LEY para la Transparencia y Ordenamiento de los Servicios Financieros,LTOSF,ley-para-regular-las-agrupaciones-financieras,LEY para Regular las Agrupaciones Financieras,LRAF,financiero,financiero,True,1,1,"[Art.3 · medium · direct_mention] tal social, en las que una misma sociedad mantiene el Control de dichas personas morales, incluyendo a los grupos financieros constituidos conforme a la Ley para Regular las Agrupaciones Financieras; Fracción adicionada DOF 09-03-2018  XII. Medio de Disposición: a las tarjetas de débito asociadas a ","[Art.79 · medium · direct_mention] el fin de informar al público emitan y expongan sobre los productos y servicios financieros a que se refiere el párrafo anterior, deberá sujetarse a la Ley para la Transparencia y Ordenamiento de los Servicios Financieros."
